x,y,z
89616.14864036033,43161.474441438695,43.148
89616.04875963967,43161.46955856131,43.148
89616.14864036033,43161.474441438695,43.148
89616.07225963967,43160.98885856131,43.148
89616.14734735974,43161.460448618185,43.148
89616.05005264026,43161.48355138182,43.148
89616.25094735975,43161.89674861819,43.148
89616.15365264026,43161.91985138182,43.148
89616.25094735975,43161.89674861819,43.148
89616.05005264026,43161.48355138182,43.148
89616.24944380872,43161.89164283059,43.148
89616.1551561913,43161.924957169416,43.148
89616.46504380871,43162.501842830585,43.148
89616.37075619129,43162.53515716941,43.148
89616.46504380871,43162.501842830585,43.148
89616.1551561913,43161.924957169416,43.148
89616.45652791715,43162.486752810364,43.148
89616.37927208285,43162.55024718963,43.148
89616.84732791714,43162.962252810365,43.148
89616.77007208284,43163.02574718963,43.148
89616.84732791714,43162.962252810365,43.148
89616.37927208285,43162.55024718963,43.148
89616.83088678775,43162.94919211524,43.148
89616.78651321224,43163.03880788476,43.148
89617.31578678776,43163.18929211524,43.148
89617.27141321225,43163.27890788476,43.148
89617.31578678776,43163.18929211524,43.148
89616.78651321224,43163.03880788476,43.148
89617.31094360632,43163.18720437908,43.148
89617.27625639368,43163.280995620924,43.148
89617.73924360632,43163.34560437908,43.148
89617.70455639368,43163.439395620924,43.148
89617.73924360632,43163.34560437908,43.148
89617.27625639368,43163.280995620924,43.148
89617.71390771738,43163.343142897946,43.148
89617.72989228263,43163.44185710206,43.148
89618.33640771738,43163.242342897945,43.148
89618.35239228263,43163.34105710206,43.148
89618.33640771738,43163.242342897945,43.148
89617.72989228263,43163.44185710206,43.148
89618.3164345791,43163.25025201719,43.148
89618.3723654209,43163.33314798281,43.148
89618.8965345791,43162.85885201719,43.148
89618.9524654209,43162.94174798281,43.148
89618.8965345791,43162.85885201719,43.148
89618.3723654209,43163.33314798281,43.148
89618.88508520913,43162.86953517837,43.148
89618.96391479086,43162.931064821634,43.148
89619.46908520913,43162.121335178366,43.148
89619.54791479086,43162.18286482163,43.148
89619.46908520913,43162.121335178366,43.148
89618.96391479086,43162.931064821634,43.148
89619.46409368067,43162.12912003236,43.148
89619.55290631932,43162.17507996764,43.148
89619.90339368067,43161.280220032364,43.148
89619.99220631932,43161.32617996764,43.148
89619.90339368067,43161.280220032364,43.148
89619.55290631932,43162.17507996764,43.148
89619.90492874169,43161.27746956258,43.148
89619.9906712583,43161.32893043743,43.148
89621.4455287417,43158.71056956257,43.148
89621.53127125831,43158.76203043742,43.148
89621.4455287417,43158.71056956257,43.148
89619.9906712583,43161.32893043743,43.148
89621.44622358285,43158.70944576466,43.148
89621.53057641715,43158.763154235334,43.148
89622.75842358285,43156.64854576466,43.148
89622.84277641715,43156.70225423534,43.148
89622.75842358285,43156.64854576466,43.148
89621.53057641715,43158.763154235334,43.148
89622.75914067742,43156.64745139357,43.148
89622.84205932259,43156.70334860643,43.148
89623.82924067741,43155.06005139357,43.148
89623.91215932259,43155.115948606435,43.148
89623.82924067741,43155.06005139357,43.148
89622.84205932259,43156.70334860643,43.148
89623.82857045297,43155.061072293,43.148
89623.91282954703,43155.11492770701,43.148
89625.11067045297,43153.055172292996,43.148
89625.19492954703,43153.109027707,43.148
89625.11067045297,43153.055172292996,43.148
89623.91282954703,43155.11492770701,43.148
89625.1107148793,43153.05510291319,43.148
89625.1948851207,43153.10909708681,43.148
89626.0007148793,43151.66770291319,43.148
89626.0848851207,43151.72169708681,43.148
89626.0007148793,43151.66770291319,43.148
89625.1948851207,43153.10909708681,43.148
89625.99996012355,43151.66891735189,43.148
89626.08563987644,43151.72048264811,43.148
89627.21826012355,43149.64461735189,43.148
89627.30393987645,43149.69618264811,43.148
89627.21826012355,43149.64461735189,43.148
89626.08563987644,43151.72048264811,43.148
89627.21854838353,43149.6441443324,43.148
89627.30365161647,43149.696655667605,43.148
89628.29384838353,43147.9014443324,43.148
89628.37895161647,43147.9539556676,43.148
89628.29384838353,43147.9014443324,43.148
89627.30365161647,43149.696655667605,43.148
89628.29352115105,43147.901982216645,43.148
89628.37927884895,43147.953417783356,43.148
89629.21142115105,43146.37158221664,43.148
89629.29717884895,43146.42301778335,43.148
89629.21142115105,43146.37158221664,43.148
89628.37927884895,43147.953417783356,43.148
89629.21228294184,43146.370197106,43.148
89629.29631705816,43146.424402893994,43.148
89629.99988294183,43145.149197106,43.148
89630.08391705816,43145.203402893996,43.148
89629.99988294183,43145.149197106,43.148
89629.29631705816,43146.424402893994,43.148
89630.00028254926,43145.1485874071,43.148
89630.08351745074,43145.2040125929,43.148
89631.31288254926,43143.1773874071,43.148
89631.39611745074,43143.2328125929,43.148
89631.31288254926,43143.1773874071,43.148
89630.08351745074,43145.2040125929,43.148
89631.31003996795,43143.182224125914,43.148
89631.39896003205,43143.227975874084,43.148
89632.01133996795,43141.81922412592,43.148
89632.10026003205,43141.86497587409,43.148
89632.01133996795,43141.81922412592,43.148
89631.39896003205,43143.227975874084,43.148
89632.01422545865,43141.81432307283,43.148
89632.09737454135,43141.86987692717,43.148
89633.22192545865,43140.00672307283,43.148
89633.30507454135,43140.06227692717,43.148
89633.22192545865,43140.00672307283,43.148
89632.09737454135,43141.86987692717,43.148
89633.22195499275,43140.00667892069,43.148
89633.30504500725,43140.06232107931,43.148
89634.03445499275,43138.79337892069,43.148
89634.11754500725,43138.84902107931,43.148
89634.03445499275,43138.79337892069,43.148
89633.30504500725,43140.06232107931,43.148
89634.03385358486,43138.794298706795,43.148
89634.11814641515,43138.8481012932,43.148
89635.39805358485,43136.6569987068,43.148
89635.48234641514,43136.71080129321,43.148
89635.39805358485,43136.6569987068,43.148
89634.11814641515,43138.8481012932,43.148
89635.40005505223,43136.65409424096,43.148
89635.48034494776,43136.713705759044,43.148
89636.97175505223,43134.53719424096,43.148
89637.05204494776,43134.59680575904,43.148
89636.97175505223,43134.53719424096,43.148
89635.48034494776,43136.713705759044,43.148
89636.97465199596,43134.533644545896,43.148
89637.04914800404,43134.60035545411,43.148
89637.64475199596,43133.7853445459,43.1398
89637.71924800404,43133.85205545411,43.1398
89637.64475199596,43133.7853445459,43.1398
89637.04914800404,43134.60035545411,43.148
89637.65165251818,43133.77896298345,43.1398
89637.71234748182,43133.858437016555,43.1398
89638.58905251817,43133.06306298345,43.1315
89638.64974748182,43133.14253701655,43.1315
89638.58905251817,43133.06306298345,43.1315
89637.71234748182,43133.858437016555,43.1398
89638.59533177818,43133.05897397064,43.1315
89638.64346822181,43133.14662602936,43.1315
89639.63343177819,43132.488873970644,43.1233
89639.68156822181,43132.57652602936,43.1233
89639.63343177819,43132.488873970644,43.1233
89638.64346822181,43133.14662602936,43.1315
89639.64513836455,43132.48425219364,43.1233
89639.66986163546,43132.58114780637,43.1233
89640.96943836454,43132.14635219363,43.115
89640.99416163545,43132.243247806364,43.115
89640.96943836454,43132.14635219363,43.115
89639.66986163546,43132.58114780637,43.1233
89640.9763641636,43132.14509635951,43.115
89640.9872358364,43132.24450364048,43.115
89642.6880641636,43131.95789635951,43.0985
89642.6989358364,43132.05730364048,43.0985
89642.6880641636,43131.95789635951,43.0985
89640.9872358364,43132.24450364048,43.115
89642.70078164773,43131.95813306446,43.0985
89642.68621835226,43132.05706693554,43.0985
89644.62738164773,43132.24173306446,43.082
89644.61281835227,43132.34066693554,43.082
89644.62738164773,43132.24173306446,43.082
89642.68621835226,43132.05706693554,43.0985
89644.63451085807,43132.243321745824,43.082
89644.60568914193,43132.339078254176,43.082
89646.44321085807,43132.78772174582,43.082
89646.41438914192,43132.883478254174,43.082
89646.44321085807,43132.78772174582,43.082
89644.60568914193,43132.339078254176,43.082
89646.45615852342,43132.793748937795,43.082
89646.40144147657,43132.8774510622,43.082
89648.62775852342,43134.213348937796,43.082
89648.57304147657,43134.2970510622,43.082
89648.62775852342,43134.213348937796,43.082
89646.40144147657,43132.8774510622,43.082
89648.63581967921,43134.219909117484,43.082
89648.56498032078,43134.290490882515,43.082
89649.78661967922,43135.37490911748,43.082
89649.71578032078,43135.445490882514,43.082
89649.78661967922,43135.37490911748,43.082
89648.56498032078,43134.290490882515,43.082
89649.79392436563,43135.38422638456,43.082
89649.70847563437,43135.43617361544,43.082
89650.75932436563,43136.97222638456,43.082
89650.67387563437,43137.02417361544,43.082
89650.75932436563,43136.97222638456,43.082
89649.70847563437,43135.43617361544,43.082
89650.76457933769,43136.984129347366,43.082
89650.66862066231,43137.01227065264,43.082
89651.31277933769,43138.853429347364,43.098
89651.21682066232,43138.88157065264,43.098
89651.31277933769,43138.853429347364,43.098
89650.66862066231,43137.01227065264,43.082
89651.31457203384,43138.86273086317,43.098
89651.21502796617,43138.87226913683,43.098
89651.54447203383,43141.26203086317,43.114
89651.44492796616,43141.27156913683,43.114
89651.54447203383,43141.26203086317,43.114
89651.21502796617,43138.87226913683,43.098
89651.54404163167,43141.27488723357,43.114
89651.44535836832,43141.25871276642,43.114
89651.34834163167,43142.468887233576,43.13
89651.24965836832,43142.452712766426,43.13
89651.34834163167,43142.468887233576,43.13
89651.44535836832,43141.25871276642,43.114
89651.34612309013,43142.47751569819,43.13
89651.25187690987,43142.44408430181,43.13
89650.86632309013,43143.83011569819,43.146
89650.77207690987,43143.79668430181,43.146
89650.86632309013,43143.83011569819,43.146
89651.25187690987,43142.44408430181,43.13
89650.8627577995,43143.83795031759,43.146
89650.77564220049,43143.78884968241,43.146
89649.95875779951,43145.44185031759,43.147
89649.8716422005,43145.39274968241,43.147
89649.95875779951,43145.44185031759,43.147
89650.77564220049,43143.78884968241,43.146
89649.95626177451,43145.44582947159,43.147
89649.8741382255,43145.388770528414,43.147
89649.16086177451,43146.59062947159,43.1475
89649.0787382255,43146.533570528416,43.1475
89649.16086177451,43146.59062947159,43.1475
89649.8741382255,43145.388770528414,43.147
89649.16348811911,43146.58641765682,43.1475
89649.07611188089,43146.537782343185,43.1475
89648.18678811911,43148.34111765682,43.1478
89648.09941188089,43148.29248234318,43.1478
89648.18678811911,43148.34111765682,43.1478
89649.07611188089,43146.537782343185,43.1475
89648.18568074227,43148.343008404096,43.1478
89648.10051925773,43148.290591595905,43.1478
89647.27388074227,43149.82440840409,43.1479
89647.18871925773,43149.7719915959,43.1479
89647.27388074227,43149.82440840409,43.1479
89648.10051925773,43148.290591595905,43.1478
89647.27396148273,43149.82427677022,43.1479
89647.18863851727,43149.77212322978,43.1479
89646.26216148274,43151.47957677022,43.148
89646.17683851728,43151.42742322978,43.148
89646.26216148274,43151.47957677022,43.148
89647.18863851727,43149.77212322978,43.1479
89646.26290217179,43151.47832441701,43.148
89646.17609782823,43151.428675582996,43.148
89645.26820217178,43153.21742441701,43.148
89645.18139782822,43153.167775582995,43.148
89645.26820217178,43153.21742441701,43.148
89646.17609782823,43151.428675582996,43.148
89645.26523026924,43153.222017568885,43.148
89645.18436973075,43153.16318243112,43.148
89643.82383026925,43155.203017568885,43.148
89643.74296973075,43155.14418243112,43.148
89643.82383026925,43155.203017568885,43.148
89645.18436973075,43153.16318243112,43.148
89643.8250394359,43155.201279548084,43.148
89643.7417605641,43155.14592045192,43.148
89642.8687394359,43156.639879548085,43.148
89642.78546056409,43156.58452045192,43.148
89642.8687394359,43156.639879548085,43.148
89643.7417605641,43155.14592045192,43.148
89642.86961262609,43156.63851875018,43.148
89642.7845873739,43156.585881249826,43.148
89641.5413126261,43158.784118750176,43.148
89641.4562873739,43158.73148124982,43.148
89641.5413126261,43158.784118750176,43.148
89642.7845873739,43156.585881249826,43.148
89641.54028869576,43158.78570498477,43.148
89641.45731130424,43158.729895015225,43.148
89640.58688869576,43160.20320498478,43.148
89640.50391130424,43160.14739501523,43.148
89640.58688869576,43160.20320498478,43.148
89641.45731130424,43158.729895015225,43.148
89640.58730370802,43160.20257781575,43.148
89640.50349629199,43160.14802218426,43.148
89639.10870370801,43162.473977815745,43.148
89639.02489629199,43162.419422184255,43.148
89639.10870370801,43162.473977815745,43.148
89640.50349629199,43160.14802218426,43.148
89639.10870295997,43162.473978963135,43.148
89639.02489704003,43162.419421036866,43.148
89637.92140295997,43164.29777896313,43.148
89637.83759704002,43164.243221036864,43.148
89637.92140295997,43164.29777896313,43.148
89639.02489704003,43162.419421036866,43.148
89637.92128209665,43164.29796373158,43.148
89637.83771790334,43164.24303626842,43.148
89636.72018209666,43166.125263731585,43.148
89636.63661790335,43166.07033626842,43.148
89636.72018209666,43166.125263731585,43.148
89637.83771790334,43164.24303626842,43.148
89636.72014108568,43166.125326021414,43.148
89636.63665891433,43166.07027397859,43.148
89634.47934108568,43169.52332602141,43.148
89634.39585891433,43169.468273978586,43.148
89634.47934108568,43169.52332602141,43.148
89636.63665891433,43166.07027397859,43.148
89634.47434891349,43169.52970453508,43.148
89634.40085108652,43169.46189546491,43.148
89633.59704891348,43170.480604535085,43.148
89633.52355108652,43170.412795464916,43.148
89633.59704891348,43170.480604535085,43.148
89634.40085108652,43169.46189546491,43.148
89633.59989308326,43170.47723502486,43.148
89633.52070691674,43170.41616497514,43.148
89633.09019308326,43171.13813502486,43.148
89633.01100691674,43171.07706497514,43.148
89633.09019308326,43171.13813502486,43.148
89633.52070691674,43170.41616497514,43.148
89633.0914395684,43171.13644665771,43.148
89633.00976043161,43171.0787533423,43.148
89632.27603956839,43172.29084665771,43.148
89632.1943604316,43172.2331533423,43.148
89632.27603956839,43172.29084665771,43.148
89633.00976043161,43171.0787533423,43.148
89632.27821688437,43172.287486228255,43.148
89632.19218311562,43172.23651377175,43.148
89631.63141688437,43173.37918622825,43.148
89631.54538311562,43173.32821377175,43.148
89631.63141688437,43173.37918622825,43.148
89632.19218311562,43172.23651377175,43.148
89631.63355275127,43173.37517624227,43.148
89631.54324724872,43173.33222375773,43.148
89631.24605275127,43174.18987624227,43.148
89631.15574724872,43174.14692375773,43.148
89631.24605275127,43174.18987624227,43.148
89631.54324724872,43173.33222375773,43.148
89631.24490431281,43174.19214069577,43.148
89631.15689568718,43174.144659304235,43.148
89630.77310431282,43175.06664069577,43.148
89630.68509568718,43175.01915930423,43.148
89630.77310431282,43175.06664069577,43.148
89631.15689568718,43174.144659304235,43.148
89630.7651772317,43175.07751839608,43.148
89630.69302276829,43175.00828160392,43.148
89630.0176772317,43175.85651839608,43.148
89629.94552276829,43175.78728160392,43.148
89630.0176772317,43175.85651839608,43.148
89630.69302276829,43175.00828160392,43.148
89630.01268289884,43175.86106444241,43.148
89629.95051710116,43175.782735557594,43.148
89629.14958289884,43176.54606444241,43.148
89629.08741710115,43176.46773555759,43.148
89629.14958289884,43176.54606444241,43.148
89629.95051710116,43175.782735557594,43.148
89629.13117025192,43176.555268013624,43.148
89629.10582974808,43176.458531986376,43.148
89628.23407025191,43176.790268013625,43.148
89628.20872974808,43176.69353198638,43.148
89628.23407025191,43176.790268013625,43.148
89629.10582974808,43176.458531986376,43.148
89628.22268696813,43176.791883436614,43.148
89628.22011303186,43176.69191656339,43.148
89627.28668696813,43176.815983436616,43.148
89627.28411303186,43176.71601656339,43.148
89627.28668696813,43176.815983436616,43.148
89628.22011303186,43176.69191656339,43.148
89627.28481955161,43176.8159966301,43.148
89627.28598044837,43176.716003369904,43.148
89625.88081955162,43176.7996966301,43.148
89625.88198044838,43176.6997033699,43.148
89625.88081955162,43176.7996966301,43.148
89627.28598044837,43176.716003369904,43.148
89625.89165610357,43176.79863682076,43.148
89625.87114389642,43176.700763179244,43.148
89625.15875610357,43176.952236820754,43.148
89625.13824389642,43176.85436317924,43.148
89625.15875610357,43176.952236820754,43.148
89625.87114389642,43176.700763179244,43.148
89625.16861752605,43176.94907428468,43.148
89625.12838247394,43176.85752571531,43.148
89624.48851752606,43177.247974284684,43.148
89624.44828247394,43177.156425715315,43.148
89624.48851752606,43177.247974284684,43.148
89625.12838247394,43176.85752571531,43.148
89624.5002542664,43177.24073966353,43.148
89624.4365457336,43177.16366033647,43.148
89623.7773542664,43177.838239663535,43.148
89623.7136457336,43177.76116033647,43.148
89623.7773542664,43177.838239663535,43.148
89624.4365457336,43177.16366033647,43.148
89623.78558885682,43177.82958115892,43.148
89623.7054111432,43177.76981884109,43.148
89623.28618885681,43178.49958115892,43.148
89623.2060111432,43178.439818841085,43.148
89623.28618885681,43178.49958115892,43.148
89623.7054111432,43177.76981884109,43.148
89623.29286518213,43178.48739231137,43.148
89623.19933481788,43178.45200768863,43.148
89623.01956518213,43179.20979231137,43.148
89622.92603481788,43179.17440768863,43.148
89623.01956518213,43179.20979231137,43.148
89623.19933481788,43178.45200768863,43.148
89623.02279992624,43179.19201288408,43.148
89622.92280007376,43179.19218711592,43.148
89623.02489992624,43180.39731288408,43.148
89622.92490007376,43180.39748711592,43.148
89623.02489992624,43180.39731288408,43.148
89622.92280007376,43179.19218711592,43.148
89623.02363191787,43180.38621071268,43.148
89622.92616808214,43180.408589287326,43.148
89623.18803191786,43181.10221071268,43.148
89623.09056808213,43181.12458928733,43.148
89623.18803191786,43181.10221071268,43.148
89622.92616808214,43180.408589287326,43.148
89623.18297067283,43181.0890510269,43.148
89623.09562932716,43181.1377489731,43.148
89623.62517067284,43181.8821510269,43.148
89623.53782932716,43181.9308489731,43.148
89623.62517067284,43181.8821510269,43.148
89623.09562932716,43181.1377489731,43.148
89623.61141653427,43181.86643753612,43.148
89623.55158346573,43181.946562463876,43.148
89624.25701653428,43182.34853753612,43.148
89624.19718346573,43182.42866246388,43.148
89624.25701653428,43182.34853753612,43.148
89623.55158346573,43181.946562463876,43.148
89624.2526061213,43182.34559490841,43.148
89624.20159387871,43182.43160509159,43.148
89625.02600612129,43182.80429490841,43.148
89624.9749938787,43182.89030509159,43.148
89625.02600612129,43182.80429490841,43.148
89624.20159387871,43182.43160509159,43.148
89625.02766465335,43182.805322844164,43.148
89624.97333534664,43182.88927715584,43.148
89625.61116465335,43183.182922844164,43.148
89625.55683534665,43183.26687715584,43.148
89625.61116465335,43183.182922844164,43.148
89624.97333534664,43182.88927715584,43.148
89625.61065279547,43183.18259599911,43.148
89625.55734720454,43183.26720400089,43.148
89626.73885279546,43183.89339599911,43.148
89626.68554720453,43183.97800400089,43.148
89626.73885279546,43183.89339599911,43.148
89625.55734720454,43183.26720400089,43.148
89626.74270569043,43183.896084308704,43.148
89626.68169430956,43183.9753156913,43.148
89627.40760569043,43184.4080843087,43.148
89627.34659430957,43184.487315691294,43.148
89627.40760569043,43184.4080843087,43.148
89626.68169430956,43183.9753156913,43.148
89627.41124447955,43184.41117391849,43.148
89627.34295552045,43184.484226081506,43.148
89627.85754447954,43184.82837391849,43.148
89627.78925552045,43184.90142608151,43.148
89627.85754447954,43184.82837391849,43.148
89627.34295552045,43184.484226081506,43.148
89627.850963775,43184.823183835026,43.148
89627.79583622499,43184.906616164975,43.148
89628.306963775,43185.124483835025,43.148
89628.251836225,43185.207916164974,43.148
89628.306963775,43185.124483835025,43.148
89627.79583622499,43184.906616164975,43.148
89628.29530202922,43185.118796145165,43.148
89628.26349797078,43185.213603854834,43.148
89628.90700202921,43185.32399614517,43.148
89628.87519797077,43185.41880385484,43.148
89628.90700202921,43185.32399614517,43.148
89628.26349797078,43185.213603854834,43.148
89628.9022152509,43185.32265113951,43.148
89628.87998474909,43185.420148860496,43.148
89629.28421525091,43185.40975113951,43.148
89629.2619847491,43185.50724886049,43.148
