x,y
89684.02632005422,43159.18193081962
89684.01523816996,43158.89851142897
89684.0726702373,43158.956551412615
89683.4869675842,43155.838669285324
89683.64811840517,43156.48408414513
89683.1777087114,43154.464124412196
89683.06298182404,43153.96828965385
89683.06900654337,43153.52127465131
89682.47261076917,43150.927593860055
89682.74895931498,43151.79705361329
89682.16178635853,43150.639592631946
89681.4779683286,43149.54300265299
89680.19704124614,43147.88817966937
89680.52695230604,43148.18925266693
89680.07888206851,43147.641070593425
89677.41292906101,43146.08367373457
89678.35786206627,43146.58051165416
89676.1927521051,43145.193739220915
89676.16234499632,43145.167739364886
89674.25787973889,43144.011902073784
89675.0098046215,43144.45315751358
89673.41658952896,43143.405679763804
89671.99473329952,43142.84335710018
89672.95196650313,43143.007062189936
89670.13477171524,43142.89189936426
89668.63606584234,43143.02361278945
89669.56921329524,43142.845455257084
89665.70038573534,43143.530689325846
89666.51561307517,43143.29446828084
89665.87915594903,43143.79837610184
89663.86898812925,43143.82699927367
89663.21657120726,43143.891531777146
89663.0733458807,43143.92470562712
89661.7420539343,43143.96351426354
89661.20427821971,43143.801321803294
89660.05018067459,43142.89201495823
89659.98862453885,43142.72125327478
89659.52950036839,43141.13499220053
89659.10730736579,43139.43468858599
89659.39098764691,43140.572745518
89659.1186129115,43137.326441092184
89659.14052357018,43137.93159227303
89659.22830922146,43136.441847855196
89659.27765830928,43135.17906071834
89659.29792280807,43135.37097544853
89659.82284470063,43132.6379686413
89659.97442295741,43131.95526049459
89659.92300389872,43132.46489407614
89660.41431518056,43129.3218281787
89660.26845166819,43130.77780551881
