x,y,z
89656.29605237364,43124.85778330016,43.1405
89655.79861691508,43124.27872748234,43.1355
89655.81178308492,43124.26367251766,43.1355
89655.22791691509,43123.77962748234,43.1309
89655.24108308493,43123.76457251766,43.1309
89655.22791691509,43123.77962748234,43.1309
89655.81178308492,43124.26367251766,43.1355
89655.22808869508,43123.779774318384,43.1309
89655.24091130494,43123.76442568162,43.1309
89654.64598869508,43123.29347431838,43.1258
89654.65881130494,43123.278125681616,43.1258
89654.64598869508,43123.29347431838,43.1258
89655.24091130494,43123.76442568162,43.1309
89654.646125238,43123.29358635723,43.1258
89654.65867476202,43123.27801364277,43.1258
89654.056325238,43122.81828635723,43.1201
89654.06887476202,43122.80271364277,43.1201
89654.056325238,43122.81828635723,43.1201
89654.65867476202,43123.27801364277,43.1258
89654.05672344827,43122.81859111458,43.1201
89654.06847655174,43122.80240888542,43.1201
89653.44182344827,43122.371991114574,43.1133
89653.45357655174,43122.35580888542,43.1133
89653.44182344827,43122.371991114574,43.1133
89654.06847655174,43122.80240888542,43.1201
89653.44208295556,43122.37217337961,43.1133
89653.45331704445,43122.35562662038,43.1133
89652.81418295555,43121.94587337961,43.106
89652.82541704444,43121.92932662038,43.106
89652.81418295555,43121.94587337961,43.106
89653.45331704445,43122.35562662038,43.1133
89652.81490744135,43121.946321402684,43.106
89652.82469255864,43121.92887859731,43.106
89652.14750744136,43121.57192140268,43.1006
89652.15729255865,43121.55447859731,43.1006
89652.14750744136,43121.57192140268,43.1006
89652.82469255864,43121.92887859731,43.106
89652.14760532917,43121.571975598206,43.1006
89652.15719467084,43121.55442440179,43.1006
89651.47790532916,43121.20607559821,43.0961
89651.48749467083,43121.18852440179,43.0961
89651.47790532916,43121.20607559821,43.0961
89652.15719467084,43121.55442440179,43.1006
89651.47812204658,43121.20619057557,43.0961
89651.4872779534,43121.18840942443,43.0961
89650.80462204659,43120.85939057557,43.0912
89650.81377795342,43120.84160942443,43.0912
89650.80462204659,43120.85939057557,43.0912
89651.4872779534,43121.18840942443,43.0961
89650.80495041006,43120.85955212561,43.0912
89650.81344958994,43120.841447874394,43.0912
89650.13375041007,43120.54445212561,43.0976
89650.14224958995,43120.526347874395,43.0976
89650.13375041007,43120.54445212561,43.0976
89650.81344958994,43120.841447874394,43.0912
89650.13327469169,43120.54421314139,43.0976
89650.14272530832,43120.526586858614,43.0976
89649.49317469168,43120.201013141384,43.1031
89649.50262530832,43120.18338685861,43.1031
89649.49317469168,43120.201013141384,43.1031
89650.14272530832,43120.526586858614,43.0976
89649.50028357882,43120.20191177377,43.1031
89649.49551642119,43120.18248822622,43.1031
89648.77788357882,43120.379211773776,43.1035
89648.77311642119,43120.359788226226,43.1035
89648.77788357882,43120.379211773776,43.1035
89649.49551642119,43120.18248822622,43.1031
89648.77768009675,43120.37925946584,43.1035
89648.77331990325,43120.359740534164,43.1035
89648.03098009675,43120.546059465836,43.1041
89648.02661990325,43120.52654053416,43.1041
89648.03098009675,43120.546059465836,43.1041
89648.77331990325,43120.359740534164,43.1035
89648.03061494976,43120.54613391859,43.1041
89648.02698505024,43120.52646608141,43.1041
89647.27801494976,43120.68503391859,43.1141
89647.27438505023,43120.665366081404,43.1141
89647.27801494976,43120.68503391859,43.1141
89648.02698505024,43120.52646608141,43.1041
89647.27818981459,43120.68500003216,43.1141
89647.2742101854,43120.66539996784,43.1141
89646.5285898146,43120.83720003216,43.1238
89646.5246101854,43120.81759996784,43.1238
89646.5285898146,43120.83720003216,43.1238
89647.2742101854,43120.66539996784,43.1141
89646.52923382727,43120.83704691379,43.1238
89646.52396617272,43120.817753086216,43.1238
89645.79083382727,43121.03864691379,43.1264
89645.78556617272,43121.019353086216,43.1264
89645.79083382727,43121.03864691379,43.1264
89646.52396617272,43120.817753086216,43.1238
89645.79083261073,43121.03864724579,43.1264
89645.78556738926,43121.019352754214,43.1264
89645.05243261073,43121.240147245786,43.1289
89645.04716738926,43121.22085275421,43.1289
89645.05243261073,43121.240147245786,43.1289
89645.78556738926,43121.019352754214,43.1264
89645.05207349469,43121.24023813214,43.1289
89645.0475265053,43121.22076186786,43.1289
89644.3067734947,43121.414238132136,43.1308
89644.3022265053,43121.39476186786,43.1308
89644.3067734947,43121.414238132136,43.1308
89645.0475265053,43121.22076186786,43.1289
89644.30661393485,43121.41427400996,43.1308
89644.30238606514,43121.39472599003,43.1308
89643.55851393486,43121.576074009965,43.1326
89643.55428606515,43121.55652599003,43.1326
89643.55851393486,43121.576074009965,43.1326
89644.30238606514,43121.39472599003,43.1308
89643.55851518387,43121.576073739954,43.1326
89643.55428481613,43121.55652626004,43.1326
89642.81041518388,43121.73797373995,43.1343
89642.80618481613,43121.71842626004,43.1343
89642.81041518388,43121.73797373995,43.1343
89643.55428481613,43121.55652626004,43.1326
89642.81072658596,43121.737901117056,43.1343
89642.80587341405,43121.71849888294,43.1343
89642.06872658596,43121.92350111706,43.1359
89642.06387341405,43121.904098882944,43.1359
89642.06872658596,43121.92350111706,43.1359
89642.80587341405,43121.71849888294,43.1343
89642.06873089462,43121.92350003822,43.1359
89642.06386910539,43121.90409996179,43.1359
89641.32693089462,43122.109400038215,43.1374
89641.32206910539,43122.08999996178,43.1374
89641.32693089462,43122.109400038215,43.1374
89642.06386910539,43121.90409996179,43.1359
89641.32601536372,43122.10958451637,43.1374
89641.32298463628,43122.089815483625,43.1374
89640.57001536372,43122.22548451638,43.1385
89640.56698463627,43122.20571548363,43.1385
89640.57001536372,43122.22548451638,43.1385
89641.32298463628,43122.089815483625,43.1374
89640.57055218892,43122.225387160535,43.1385
89640.56644781107,43122.20581283947,43.1385
89639.82275218892,43122.38218716053,43.1396
89639.81864781107,43122.36261283947,43.1396
89639.82275218892,43122.38218716053,43.1396
89640.56644781107,43122.20581283947,43.1385
89639.82321256936,43122.382079204006,43.1396
89639.81818743063,43122.362720795994,43.1396
89639.08241256936,43122.57437920401,43.1406
89639.07738743063,43122.555020796,43.1406
89639.08241256936,43122.57437920401,43.1406
89639.81818743063,43122.362720795994,43.1396
89639.08252110615,43122.57435037802,43.1406
89639.07727889385,43122.55504962199,43.1406
89638.34432110615,43122.77485037802,43.1417
89638.33907889386,43122.75554962199,43.1417
89638.34432110615,43122.77485037802,43.1417
89639.07727889385,43122.55504962199,43.1406
89638.3452300114,43122.7745562285,43.1417
89638.33816998861,43122.755843771505,43.1417
89637.6301300114,43123.0443562285,43.1433
89637.62306998861,43123.02564377151,43.1433
89637.6301300114,43123.0443562285,43.1433
89638.33816998861,43122.755843771505,43.1417
89637.63046156193,43123.044224333564,43.1433
89637.62273843808,43123.02577566644,43.1433
89636.92506156192,43123.33952433356,43.145
89636.91733843807,43123.32107566644,43.145
89636.92506156192,43123.33952433356,43.145
89637.62273843808,43123.02577566644,43.1433
89636.92610716118,43123.339013194534,43.145
89636.91629283881,43123.32158680547,43.145
89636.26220716118,43123.71291319453,43.1469
89636.25239283881,43123.69548680547,43.1469
89636.26220716118,43123.71291319453,43.1469
89636.91629283881,43123.32158680547,43.145
89636.2628956571,43123.712487859375,43.1469
89636.2517043429,43123.695912140625,43.1469
89635.6351956571,43124.13628785937,43.148
89635.6240043429,43124.11971214062,43.148
89635.6351956571,43124.13628785937,43.148
89636.2517043429,43123.695912140625,43.1469
89635.63636422282,43124.13536514015,43.148
89635.62283577718,43124.12063485984,43.148
89635.07256422282,43124.65316514015,43.148
89635.05903577717,43124.638434859844,43.148
89635.07256422282,43124.65316514015,43.148
89635.62283577718,43124.12063485984,43.148
89635.073056463,43124.65268067898,43.148
89635.05854353699,43124.63891932102,43.148
89634.547556463,43125.206880678976,43.148
89634.53304353698,43125.19311932102,43.148
89634.547556463,43125.206880678976,43.148
89635.05854353699,43124.63891932102,43.148
89634.5476870085,43125.20674033388,43.148
89634.53291299149,43125.19325966611,43.148
89634.0327870085,43125.771040333886,43.148
89634.0180129915,43125.75755966612,43.148
89634.0327870085,43125.771040333886,43.148
89634.53291299149,43125.19325966611,43.148
89634.03388027925,43125.76959951501,43.148
89634.01691972074,43125.75900048499,43.148
89633.53288027925,43126.57129951501,43.148
89633.51591972074,43126.56070048499,43.148
89633.53288027925,43126.57129951501,43.148
89634.01691972074,43125.75900048499,43.148
89633.53288057727,43126.571299037576,43.148
89633.51591942272,43126.56070096242,43.148
89633.03188057728,43127.37309903758,43.148
89633.01491942273,43127.36250096242,43.148
89633.03188057728,43127.37309903758,43.148
89633.51591942272,43126.56070096242,43.148
89633.03188307174,43127.37309504347,43.148
89633.01491692827,43127.36250495653,43.148
89632.53128307174,43128.17509504347,43.148
89632.51431692827,43128.164504956534,43.148
89632.53128307174,43128.17509504347,43.148
89633.01491692827,43127.36250495653,43.148
89632.5312863351,43128.17508981257,43.148
89632.51431366491,43128.16451018744,43.148
89632.0311863351,43128.977389812564,43.148
89632.01421366491,43128.966810187434,43.148
89632.0311863351,43128.977389812564,43.148
89632.51431366491,43128.16451018744,43.148
89632.03116670549,43128.97742117355,43.148
89632.01423329451,43128.96677882645,43.148
89631.52806670549,43129.77792117355,43.148
89631.51113329451,43129.767278826446,43.148
89631.52806670549,43129.77792117355,43.148
89632.01423329451,43128.96677882645,43.148
89631.52798933926,43129.7780423325,43.148
89631.51121066074,43129.76715766749,43.148
89631.01348933925,43130.571142332505,43.148
89630.99671066074,43130.560257667494,43.148
89631.01348933925,43130.571142332505,43.148
89631.51121066074,43129.76715766749,43.148
89631.01348134091,43130.57115464146,43.148
89630.99671865908,43130.56024535854,43.148
89630.49778134092,43131.36355464146,43.148
89630.48101865909,43131.35264535854,43.148
89630.49778134092,43131.36355464146,43.148
89630.99671865908,43130.56024535854,43.148
89630.4977667509,43131.36357699498,43.148
89630.48103324912,43131.35262300501,43.148
89629.97996675089,43132.15457699499,43.148
89629.96323324912,43132.14362300502,43.148
89629.97996675089,43132.15457699499,43.148
89630.48103324912,43131.35262300501,43.148
89629.980016696,43132.15449992797,43.148
89629.963183304,43132.14370007203,43.148
89629.469516696,43132.95019992797,43.148
89629.452683304,43132.93940007203,43.148
89629.469516696,43132.95019992797,43.148
89629.963183304,43132.14370007203,43.148
89629.46952697542,43132.950183872264,43.148
89629.45267302459,43132.93941612773,43.148
89628.96052697541,43133.74688387226,43.148
89628.94367302458,43133.73611612773,43.148
89628.96052697541,43133.74688387226,43.148
89629.45267302459,43132.93941612773,43.148
89628.96052697541,43133.74688387226,43.148
89628.94367302458,43133.73611612773,43.148
89628.45152697542,43134.54358387227,43.148
89628.43467302459,43134.532816127736,43.148
89628.45152697542,43134.54358387227,43.148
89628.94367302458,43133.73611612773,43.148
89628.45142960647,43134.543733321974,43.148
89628.43477039353,43134.53266667803,43.148
89627.92842960647,43135.33103332197,43.148
89627.91177039353,43135.31996667803,43.148
89627.92842960647,43135.33103332197,43.148
89628.43477039353,43134.53266667803,43.148
89627.92840974442,43135.33106310581,43.148
89627.91179025559,43135.319936894186,43.148
89627.40260974441,43136.11646310581,43.148
89627.38599025559,43136.10533689419,43.148
89627.40260974441,43136.11646310581,43.148
89627.91179025559,43135.319936894186,43.148
89627.40260974441,43136.11646310581,43.148
89627.38599025559,43136.10533689419,43.148
89626.87680974441,43136.90186310581,43.148
89626.86019025558,43136.89073689419,43.148
89626.87680974441,43136.90186310581,43.148
89627.38599025559,43136.10533689419,43.148
89626.87680974441,43136.90186310581,43.148
89626.86019025558,43136.89073689419,43.148
89626.35100974441,43137.687263105814,43.148
89626.33439025558,43137.67613689419,43.148
89626.35100974441,43137.687263105814,43.148
89626.86019025558,43136.89073689419,43.148
89626.35099944711,43137.6872784564,43.148
89626.33440055288,43137.676121543605,43.148
89625.82369944712,43138.4717784564,43.148
89625.80710055289,43138.46062154361,43.148
89625.82369944712,43138.4717784564,43.148
89626.33440055288,43137.676121543605,43.148
89625.8237305822,43138.47173185272,43.148
89625.80706941782,43138.46066814729,43.148
89625.30093058219,43139.259031852715,43.148
89625.28426941781,43139.24796814728,43.148
89625.30093058219,43139.259031852715,43.148
89625.80706941782,43138.46066814729,43.148
89625.3012599342,43139.25850055362,43.148
89625.2839400658,43139.24849944638,43.148
89624.8288599342,43140.07660055362,43.148
89624.8115400658,43140.066599446385,43.148
89624.8288599342,43140.07660055362,43.148
89625.2839400658,43139.24849944638,43.148
89624.82886039317,43140.07659975879,43.148
89624.81153960683,43140.06660024122,43.148
89624.35656039316,43140.894699758785,43.148
89624.33923960682,43140.884700241215,43.148
89624.35656039316,43140.894699758785,43.148
89624.81153960683,43140.06660024122,43.148
89624.35650660831,43140.89479178627,43.148
89624.33929339168,43140.88460821373,43.148
89623.87540660832,43141.707991786265,43.148
89623.85819339169,43141.69780821373,43.148
89623.87540660832,43141.707991786265,43.148
89624.33929339168,43140.88460821373,43.148
89623.87531527434,43141.70814309981,43.148
89623.85828472566,43141.697656900185,43.148
89623.37971527434,43142.51304309981,43.148
89623.36268472565,43142.50255690019,43.148
89623.37971527434,43142.51304309981,43.148
89623.85828472566,43141.697656900185,43.148
89623.37971251165,43142.51304758387,43.148
89623.36268748833,43142.50255241613,43.148
89622.88371251166,43143.31764758387,43.148
89622.86668748833,43143.307152416135,43.148
89622.88371251166,43143.31764758387,43.148
89623.36268748833,43142.50255241613,43.148
89622.88371222018,43143.31764805654,43.148
89622.86668777981,43143.30715194347,43.148
89622.38771222018,43144.12214805654,43.148
89622.37068777981,43144.111651943465,43.148
89622.38771222018,43144.12214805654,43.148
89622.86668777981,43143.30715194347,43.148
89622.38773859167,43144.12210504046,43.148
89622.37066140832,43144.111694959545,43.148
89621.89573859167,43144.929205040455,43.148
89621.87866140832,43144.91879495954,43.148
89621.89573859167,43144.929205040455,43.148
89622.37066140832,43144.111694959545,43.148
89621.8955370785,43144.92952205669,43.148
89621.8788629215,43144.918477943305,43.148
89621.3739370785,43145.71702205669,43.148
89621.3572629215,43145.705977943304,43.148
89621.3739370785,43145.71702205669,43.148
89621.8788629215,43144.918477943305,43.148
89621.373936914,43145.717022305245,43.148
89621.35726308601,43145.70597769475,43.148
89620.852236914,43146.50462230525,43.148
89620.83556308602,43146.49357769475,43.148
89620.852236914,43146.50462230525,43.148
89621.35726308601,43145.70597769475,43.148
89620.8523048317,43146.504518376205,43.148
89620.83549516831,43146.4936816238,43.148
89620.3403048317,43147.2987183762,43.148
89620.32349516831,43147.28788162379,43.148
89620.3403048317,43147.2987183762,43.148
89620.83549516831,43146.4936816238,43.148
89620.3403185819,43147.29869698767,43.148
89620.3234814181,43147.28790301232,43.148
89619.8300185819,43148.094696987675,43.148
89619.8131814181,43148.083903012324,43.148
89619.8300185819,43148.094696987675,43.148
89620.3234814181,43147.28790301232,43.148
89619.83001875415,43148.09469671886,43.148
89619.81318124585,43148.08390328114,43.148
89619.31981875416,43148.890596718855,43.148
89619.30298124586,43148.87980328114,43.148
89619.31981875416,43148.890596718855,43.148
89619.81318124585,43148.08390328114,43.148
89619.31981700416,43148.890599448154,43.148
89619.30298299585,43148.87980055184,43.148
89618.80931700415,43149.686399448154,43.148
89618.79248299585,43149.67560055184,43.148
89618.80931700415,43149.686399448154,43.148
89619.30298299585,43148.87980055184,43.148
89618.80928791531,43149.686444526546,43.148
89618.79251208469,43149.67555547345,43.148
89618.29468791532,43150.47924452655,43.148
89618.2779120847,43150.46835547345,43.148
89618.29468791532,43150.47924452655,43.148
89618.79251208469,43149.67555547345,43.148
89618.29470369742,43150.479220135734,43.148
89618.27789630259,43150.468379864265,43.148
89617.78240369742,43151.273520135735,43.148
89617.76559630259,43151.26267986427,43.148
89617.78240369742,43151.273520135735,43.148
89618.27789630259,43150.468379864265,43.148
89617.78244683568,43151.273452659705,43.148
89617.76555316432,43151.2627473403,43.148
89617.27644683568,43152.0719526597,43.148
89617.25955316432,43152.061247340294,43.148
89617.27644683568,43152.0719526597,43.148
89617.76555316432,43151.2627473403,43.148
89617.27646252303,43152.071927823636,43.148
89617.25953747696,43152.06127217636,43.148
89616.77286252304,43152.871827823634,43.148
89616.75593747696,43152.86117217636,43.148
89616.77286252304,43152.871827823634,43.148
89617.25953747696,43152.06127217636,43.148
89616.77291516586,43152.871743276235,43.148
89616.75588483414,43152.86125672376,43.148
89616.27741516585,43153.676443276236,43.148
89616.26038483414,43153.66595672376,43.148
89616.27741516585,43153.676443276236,43.148
89616.75588483414,43152.86125672376,43.148
89616.27759758467,43153.67613477631,43.148
89616.26020241532,43153.666265223685,43.148
89615.81189758467,43154.49693477631,43.148
89615.79450241532,43154.487065223686,43.148
89615.81189758467,43154.49693477631,43.148
89616.26020241532,43153.666265223685,43.148
89615.81178089963,43154.497134993675,43.148
89615.79461910036,43154.48686500632,43.148
89615.32658089964,43155.307934993674,43.148
89615.30941910036,43155.29766500632,43.148
89615.32658089964,43155.307934993674,43.148
89615.79461910036,43154.48686500632,43.148
89615.32649592726,43155.30807439225,43.148
89615.30950407273,43155.29752560775,43.148
89614.82779592727,43156.11137439225,43.148
89614.81080407274,43156.10082560775,43.148
89614.82779592727,43156.11137439225,43.148
89615.30950407273,43155.29752560775,43.148
89614.82773234282,43156.111475461454,43.148
89614.81086765719,43156.10072453854,43.148
89614.31953234282,43156.908675461455,43.148
89614.30266765719,43156.89792453854,43.148
89614.31953234282,43156.908675461455,43.148
89614.81086765719,43156.10072453854,43.148
89614.31962852266,43156.90852152233,43.148
89614.30257147735,43156.898078477665,43.148
89613.82652852265,43157.713921522336,43.148
89613.80947147735,43157.70347847767,43.148
89613.82652852265,43157.713921522336,43.148
89614.30257147735,43156.898078477665,43.148
89613.82652550965,43157.713926440316,43.148
89613.80947449035,43157.70347355969,43.148
89613.33272550965,43158.51942644031,43.148
89613.31567449035,43158.508973559685,43.148
89613.33272550965,43158.51942644031,43.148
89613.80947449035,43157.70347355969,43.148
89613.33331777476,43158.518306845166,43.148
89613.31508222525,43158.51009315483,43.148
89612.94901777475,43159.37150684517,43.148
89612.93078222524,43159.363293154835,43.148
89612.94901777475,43159.37150684517,43.148
89613.31508222525,43158.51009315483,43.148
89612.94917921691,43159.371127750695,43.148
89612.93062078308,43159.36367224931,43.148
89612.60107921691,43160.23762775069,43.148
89612.58252078308,43160.23017224931,43.148
89612.60107921691,43160.23762775069,43.148
89612.93062078308,43159.36367224931,43.148
89612.6015106389,43160.23628819683,43.148
89612.5820893611,43160.23151180317,43.148
89612.3791106389,43161.14058819683,43.148
89612.3596893611,43161.13581180317,43.148
89612.3791106389,43161.14058819683,43.148
89612.5820893611,43160.23151180317,43.148
89612.37933274785,43161.139357805,43.148
89612.35946725214,43161.137042195005,43.148
89612.26343274786,43162.133657804996,43.148
89612.24356725215,43162.131342195,43.148
89612.26343274786,43162.133657804996,43.148
89612.35946725214,43161.137042195005,43.148
89612.26345323994,43162.13153407419,43.148
89612.24354676007,43162.13346592581,43.148
89612.36235323994,43163.15063407419,43.148
89612.34244676007,43163.152565925804,43.148
89612.36235323994,43163.15063407419,43.148
89612.24354676007,43162.13346592581,43.148
89612.36227208523,43163.150005657146,43.148
89612.34252791478,43163.15319434285,43.148
89612.51127208522,43164.07260565715,43.148
89612.49152791477,43164.075794342854,43.148
89612.51127208522,43164.07260565715,43.148
89612.34252791478,43163.15319434285,43.148
89612.51074758403,43164.07064716092,43.148
89612.49205241595,43164.07775283908,43.148
89612.78284758404,43164.78654716092,43.148
89612.76415241596,43164.79365283908,43.148
89612.78284758404,43164.78654716092,43.148
89612.49205241595,43164.07775283908,43.148
89612.78140493887,43164.78397530102,43.148
89612.76559506112,43164.79622469898,43.148
89613.25170493887,43165.39097530102,43.148
89613.23589506112,43165.40322469898,43.148
89613.25170493887,43165.39097530102,43.148
89612.76559506112,43164.79622469898,43.148
89613.25124495494,43165.390423725614,43.148
89613.23635504505,43165.40377627439,43.148
89613.88614495494,43166.09842372561,43.1492
89613.87125504506,43166.11177627439,43.1492
89613.88614495494,43166.09842372561,43.1492
89613.23635504505,43165.40377627439,43.148
89613.88446169478,43166.09692669777,43.1492
89613.87293830523,43166.11327330223,43.1492
89614.95916169477,43166.85452669777,43.148
89614.94763830522,43166.87087330223,43.148
89614.95916169477,43166.85452669777,43.148
89613.87293830523,43166.11327330223,43.1492
89614.95641553421,43166.85316550712,43.148
89614.95038446579,43166.872234492876,43.148
89615.9726155342,43167.17456550712,43.148
89615.96658446579,43167.193634492876,43.148
89615.9726155342,43167.17456550712,43.148
89614.95038446579,43166.872234492876,43.148
89615.96944313215,43167.17410123046,43.148
89615.96975686784,43167.194098769534,43.148
89617.41634313216,43167.15140123046,43.148
89617.41665686785,43167.17139876953,43.148
89617.41634313216,43167.15140123046,43.148
89615.96975686784,43167.194098769534,43.148
89617.41447070717,43167.15160806632,43.148
89617.41852929285,43167.171191933674,43.148
89619.71517070716,43166.674808066324,43.148
89619.71922929284,43166.69439193368,43.148
89619.71517070716,43166.674808066324,43.148
89617.41852929285,43167.171191933674,43.148
89619.7133568258,43166.67536798996,43.148
89619.7210431742,43166.69383201004,43.148
89620.5274568258,43166.33646798996,43.148
89620.5351431742,43166.354932010036,43.148
89620.5274568258,43166.33646798996,43.148
89619.7210431742,43166.69383201004,43.148
89620.52520168205,43166.33777469183,43.148
89620.53739831796,43166.35362530817,43.148
89621.31600168205,43165.72927469183,43.148
89621.32819831796,43165.745125308174,43.148
89621.31600168205,43165.72927469183,43.148
89620.53739831796,43166.35362530817,43.148
89621.31415196578,43165.73113133118,43.148
89621.33004803423,43165.743268668826,43.148
89622.07525196577,43164.73433133118,43.148
89622.09114803422,43164.746468668825,43.148
89622.07525196577,43164.73433133118,43.148
89621.33004803423,43165.743268668826,43.148
89622.07468985285,43164.73514858177,43.148
89622.09171014714,43164.745651418234,43.148
89623.31698985286,43162.72194858177,43.1489
89623.33401014715,43162.73245141823,43.1489
89623.31698985286,43162.72194858177,43.1489
89622.09171014714,43164.745651418234,43.148
89623.31711440749,43162.72175189598,43.1489
89623.33388559252,43162.73264810402,43.1489
89625.48041440749,43159.39205189598,43.148
89625.49718559253,43159.40294810402,43.148
89625.48041440749,43159.39205189598,43.148
89623.33388559252,43162.73264810402,43.1489
89625.48071498418,43159.3916150607,43.148
89625.49688501583,43159.4033849393,43.148
89626.03441498417,43158.6309150607,43.148
89626.05058501582,43158.6426849393,43.148
89626.03441498417,43158.6309150607,43.148
89625.49688501583,43159.4033849393,43.148
89626.03407565254,43158.631412016206,43.148
89626.05092434745,43158.642187983794,43.148
89626.54317565255,43157.835412016204,43.148
89626.56002434746,43157.84618798379,43.148
89626.54317565255,43157.835412016204,43.148
89626.05092434745,43158.642187983794,43.148
89626.54338438265,43157.835098805124,43.148
89626.55981561737,43157.84650119487,43.148
89627.08098438264,43157.06039880512,43.148
89627.09741561736,43157.07180119487,43.148
89627.08098438264,43157.06039880512,43.148
89626.55981561737,43157.84650119487,43.148
89627.08080802264,43157.060661736105,43.148
89627.09759197736,43157.07153826389,43.148
89627.59430802264,43156.268261736106,43.148
89627.61109197736,43156.27913826389,43.148
89627.59430802264,43156.268261736106,43.148
89627.09759197736,43157.07153826389,43.148
89627.59424908497,43156.268353782965,43.148
89627.61115091504,43156.27904621703,43.148
89628.09964908496,43155.46945378297,43.148
89628.11655091503,43155.480146217036,43.148
89628.09964908496,43155.46945378297,43.148
89627.61115091504,43156.27904621703,43.148
89628.09971003489,43155.4693586325,43.148
89628.1164899651,43155.480241367506,43.148
89628.6142100349,43154.676058632496,43.148
89628.63098996511,43154.6869413675,43.148
89628.6142100349,43154.676058632496,43.148
89628.1164899651,43155.480241367506,43.148
89628.61423630863,43154.676018334394,43.148
89628.63096369138,43154.6869816656,43.148
89629.13253630862,43153.8852183344,43.148
89629.14926369138,43153.89618166561,43.148
89629.13253630862,43153.8852183344,43.148
89628.63096369138,43154.6869816656,43.148
89629.13248217032,43153.885301839306,43.148
89629.14931782968,43153.8960981607,43.148
89629.64268217032,43153.0897018393,43.148
89629.65951782968,43153.1004981607,43.148
89629.64268217032,43153.0897018393,43.148
89629.14931782968,43153.8960981607,43.148
89629.64257960444,43153.089865226364,43.148
89629.65962039557,43153.10033477363,43.148
89630.13727960443,43152.28466522637,43.148
89630.15432039557,43152.29513477364,43.148
89630.13727960443,43152.28466522637,43.148
89629.65962039557,43153.10033477363,43.148
89630.13702958918,43152.28509584637,43.148
89630.15457041081,43152.29470415364,43.148
89630.59112958919,43151.45609584636,43.148
89630.60867041082,43151.465704153634,43.148
89630.59112958919,43151.45609584636,43.148
89630.15457041081,43152.29470415364,43.148
89630.59121971915,43151.45593484945,43.148
89630.60858028085,43151.465865150545,43.148
89631.06031971915,43150.635834849454,43.148
89631.07768028085,43150.64576515055,43.148
89631.06031971915,43150.635834849454,43.148
89630.60858028085,43151.465865150545,43.148
89631.06056543333,43150.635428027796,43.148
89631.07743456667,43150.64617197221,43.148
89631.56836543333,43149.8381280278,43.148
89631.58523456666,43149.84887197221,43.148
89631.56836543333,43149.8381280278,43.148
89631.07743456667,43150.64617197221,43.148
89631.5684090693,43149.83806012142,43.148
89631.5851909307,43149.84893987858,43.148
89632.0827090693,43149.04476012142,43.148
89632.0994909307,43149.05563987858,43.148
89632.0827090693,43149.04476012142,43.148
89631.5851909307,43149.84893987858,43.148
89632.08271145765,43149.04475643904,43.148
89632.09948854236,43149.055643560954,43.148
89632.59731145765,43148.251756439044,43.148
89632.61408854235,43148.262643560956,43.148
89632.59731145765,43148.251756439044,43.148
89632.09948854236,43149.055643560954,43.148
89632.59722305145,43148.251895159316,43.148
89632.61417694855,43148.262504840684,43.148
89633.09842305144,43147.45099515931,43.148
89633.11537694855,43147.46160484068,43.148
89633.09842305144,43147.45099515931,43.148
89632.61417694855,43148.262504840684,43.148
89633.09822213254,43147.45133063243,43.148
89633.11557786746,43147.461269367566,43.148
89633.56762213254,43146.63163063243,43.148
89633.58497786746,43146.641569367566,43.148
89633.56762213254,43146.63163063243,43.148
